20 67.5 1.5 
17.5 67.5 3 
17.5 72.5 3 
20 72.5 1.5 

20 67.5 1.5 
22.5 67.5 3 
22.5 72.5 3 
20 72.5 1.5 

20 67.5 1.5 
22.5 67.5 1.5 
22.5 72.5 1.5 
20 72.5 1.5 

20 67.5 1.5 
22.5 67.5 0 
22.5 72.5 0 
20 72.5 1.5 

20 67.5 1.5 
17.5 67.5 0 
17.5 72.5 0 
20 72.5 1.5 

20 67.5 1.5 
17.5 67.5 3 
17.5 72.5 3 
20 72.5 1.5 

