45 -54.5 1.5 
42.5 -54.5 3 
42.5 -49.5 3 
45 -49.5 1.5 

45 -54.5 1.5 
47.5 -54.5 3 
47.5 -49.5 3 
45 -49.5 1.5 

45 -54.5 1.5 
47.5 -54.5 1.5 
47.5 -49.5 1.5 
45 -49.5 1.5 

45 -54.5 1.5 
47.5 -54.5 0 
47.5 -49.5 0 
45 -49.5 1.5 

45 -54.5 1.5 
42.5 -54.5 0 
42.5 -49.5 0 
45 -49.5 1.5 

45 -54.5 1.5 
42.5 -54.5 3 
42.5 -49.5 3 
45 -49.5 1.5 

