-12 -20.5 1.5 
-14.5 -20.5 3 
-14.5 -15.5 3 
-12 -15.5 1.5 

-12 -20.5 1.5 
-9.5 -20.5 3 
-9.5 -15.5 3 
-12 -15.5 1.5 

-12 -20.5 1.5 
-9.5 -20.5 1.5 
-9.5 -15.5 1.5 
-12 -15.5 1.5 

-12 -20.5 1.5 
-9.5 -20.5 0 
-9.5 -15.5 0 
-12 -15.5 1.5 

-12 -20.5 1.5 
-14.5 -20.5 0 
-14.5 -15.5 0 
-12 -15.5 1.5 

-12 -20.5 1.5 
-14.5 -20.5 3 
-14.5 -15.5 3 
-12 -15.5 1.5 

